hmid,match_id,entertainment,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
113405,61,song,90,24h,"The song is also used on the American TV series One Tree Hill in 3x01, ""Like You Like an Arsonist"".[3]
The song was used in the ""Belgian Montage"" of the program Dom Joly Happy Hour.
The song was featured in the film Goal II: Living the Dream.
The track was used to promote P&O Cruises in its televised adverts.
The song was played when AC Milan's Paolo Maldini lifted the European Cup after beating Liverpool in the 2007 Champions League Final in Athens.","The song is also used on the American TV series One Tree Hill in 3x01, ""Like You Like an Arsonist"".[3]
The song was used in the ""Belgian Montage"" of the program Dom Joly Happy Hour.
The song was featured in the film Goal II: Living the Dream.
The track was used to promote P&O Cruises in its televised adverts.
The song was played when AC Milan's Paolo Maldini lifted the European Cup after beating Liverpool in the 2007 Champions League Final in Athens.",TRUE,5,NA,leisure,85270,song american tv series tree hill arsonist song belgian montage program dom joly hours song features film goal ii live dream track promotion po cruise television adverts song played ac milan paolo maldini lifted european cup beat liverpool champions league finally athens
113798,47,read,1282,24h,I read a newly released chapter from one of my favorite weekly mangas.,I read a newly released chapter from one of my favorite weekly mangas.,TRUE,1,NA,leisure,85660,read newly released chapter favorite weeks manga
113798,81,manga,1282,24h,I read a newly released chapter from one of my favorite weekly mangas.,I read a newly released chapter from one of my favorite weekly mangas.,TRUE,1,NA,leisure,85660,read newly released chapter favorite weeks manga
113915,31,episode,2013,24h,I watched the new episode of Better Call Saul. It was a bit slow paced but I quite enjoyed it.,I watched the new episode of Better Call Saul. It was a bit slow paced but I quite enjoyed it.,TRUE,2,NA,leisure,85777,watched episode called saul bit slow pace enjoyed
114393,114,cinema,1334,24h,today watched cinema,today watched cinema,TRUE,1,NA,leisure,86250,watched cinema
114484,61,song,9025,24h,"I listened to my favorite song by my favorite band, The Monkees.","I listened to my favorite song by my favorite band, The Monkees.",TRUE,1,NA,leisure,86341,listening favorite song favorite band monkees
114484,108,band,9025,24h,"I listened to my favorite song by my favorite band, The Monkees.","I listened to my favorite song by my favorite band, The Monkees.",TRUE,1,NA,leisure,86341,listening favorite song favorite band monkees
114532,31,episode,1555,24h,I found out there were two more episodes of Twin Peaks already online and realized I had time to watch them today.,I found out there were two more episodes of Twin Peaks already online and realized I had time to watch them today.,TRUE,1,NA,leisure,86389,found episode twin peaks online realized time watched
114651,1,movie,116,24h,i show the movie on theatre.,i show the movie on theatre.,TRUE,1,NA,leisure,86506,movie theatre
114651,68,theatre,116,24h,i show the movie on theatre.,i show the movie on theatre.,TRUE,1,NA,leisure,86506,movie theatre
114686,39,video,1284,24h,I played a video game and did really well in multiplayer.,I played a video game and did really well in multiplayer.,TRUE,1,NA,leisure,86541,played video game multiplayer
114777,2,tv,1192,24h,I was able to relax with my favorite snack and TV show.,I was able to relax with my favorite snack and TV show.,TRUE,1,NA,leisure,86630,relax favorite snack tv
114788,1,movie,169,24h,Seeing the Vanity Fair covers for The Last Jedi. There's little to no news when it comes to this movie. Seeing the actors in costumes is exciting.,Seeing the Vanity Fair covers for The Last Jedi. There's little to no news when it comes to this movie. Seeing the actors in costumes is exciting.,TRUE,3,NA,leisure,86641,vanity fair covered jedi news movie actor costumes excited
114814,31,episode,1840,24h,"I watched the latest episode of Better Call Saul, a true work of art, in my opinion.","I watched the latest episode of Better Call Saul, a true work of art, in my opinion.",TRUE,1,leisure,leisure,86667,watched episode called saul true art opinion
114819,3,film,278,24h,I watched a good film.,I watched a good film.,TRUE,1,NA,leisure,86672,watched film
114847,47,read,1656,24h,"I finished reading the book, A Man Called Ove, and loved every word of it.","I finished reading the book, A Man Called Ove, and loved every word of it.",TRUE,1,NA,leisure,86700,finished read book called ove love words
114847,6,book,1656,24h,"I finished reading the book, A Man Called Ove, and loved every word of it.","I finished reading the book, A Man Called Ove, and loved every word of it.",TRUE,1,NA,leisure,86700,finished read book called ove love words
115059,31,episode,297,24h,I caught up on the last few episodes of The Walking Dead that I had missed which was a fun way to spend my evening.,I caught up on the last few episodes of The Walking Dead that I had missed which was a fun way to spend my evening.,TRUE,1,NA,leisure,86911,caught episode walk dead missed fun spend evening
115125,39,video,2753,24h,I had peace and quiet to enjoy playing a video game for the first time in a long time.,I had peace and quiet to enjoy playing a video game for the first time in a long time.,TRUE,1,NA,leisure,86977,peace quiet enjoyed played video game time time
115326,6,book,1184,24h,My books came in at the library,My books came in at the library,TRUE,1,NA,achievement,87173,book library
115403,1,movie,47,24h,I watched a funny movie with my wife and we had a good time,I watched a funny movie with my wife and we had a good time,TRUE,1,NA,affection,87250,watched funny movie wife time
115606,62,music,4779,24h,Yesterday my older granddaughter had piano performance after finishing her 3-td musical class.,Yesterday my older granddaughter had piano performance after finishing her 3-td musical class.,TRUE,1,NA,achievement,87451,granddaughter piano performance finished td music class
115716,1,movie,278,24h,I watched a really good movie.,I watched a really good movie.,TRUE,1,NA,leisure,87561,watched movie
116248,61,song,11512,24h,"I was driving home from work and the song ""I can't stop the feeling"" started playing and I just had to dance and sing along. I love music and it really helps when I can get lost in a good beat.","I was driving home from work and the song ""I can't stop the feeling"" started playing and I just had to dance and sing along. I love music and it really helps when I can get lost in a good beat.",TRUE,2,NA,achievement,88090,drive home song stopped feel started played dance singing love music helped lost beat
116248,62,music,11512,24h,"I was driving home from work and the song ""I can't stop the feeling"" started playing and I just had to dance and sing along. I love music and it really helps when I can get lost in a good beat.","I was driving home from work and the song ""I can't stop the feeling"" started playing and I just had to dance and sing along. I love music and it really helps when I can get lost in a good beat.",TRUE,2,NA,achievement,88090,drive home song stopped feel started played dance singing love music helped lost beat
116489,62,music,1078,24h,"Something that made me happy today was the fact I fixed an issue I had been having with my music equipment, and it made me happy because it made me feel like I knew how to troubleshoot things that were important to me, and it helped me save money, because I did not have to buy new equipment.","Something that made me happy today was the fact I fixed an issue I had been having with my music equipment, and it made me happy because it made me feel like I knew how to troubleshoot things that were important to me, and it helped me save money, because I did not have to buy new equipment.",TRUE,1,NA,achievement,88331,fixed issues music equipment feel troubleshoot helped saved money buy equipment
116758,39,video,883,24h,I saw a video of Katy Perry on SNL and some kid wearing a backpack stole the show from a gaggle of drag queens.,I saw a video of Katy Perry on SNL and some kid wearing a backpack stole the show from a gaggle of drag queens.,TRUE,1,NA,leisure,88599,video katy perry snl kids wear backpack stole gaggle drag queen
116890,31,episode,1477,24h,I watched a few episodes of Bojack Horseman.,I watched a few episodes of Bojack Horseman.,TRUE,1,NA,leisure,88731,watched episode bojack horseman
116930,39,video,1758,24h,"Today made me happy, playing video games with my 7 year old nephew, I love it a lot I like to see him laughing.","Today made me happy, playing video games with my 7 year old nephew, I love it a lot I like to see him laughing.",TRUE,1,NA,affection,88771,played video game nephew love laugh
116979,62,music,10265,24h,I purchased a new iPod today so that I can listen to my music again.,I purchased a new iPod today so that I can listen to my music again.,TRUE,1,NA,enjoy_the_moment,88819,purchased ipod listening music
117052,6,book,4259,24h,We booked a trip to Monterrey for Memorial Weekend.,We booked a trip to Monterrey for Memorial Weekend.,TRUE,1,NA,achievement,88892,book trip monterrey memories weekend
117363,62,music,516,24h,My baby son started listening to music and making imitating sounds as if he's also singing,My baby son started listening to music and making imitating sounds as if he's also singing,TRUE,1,NA,affection,89200,baby son started listening music imitate sound hes singing
117383,61,song,6467,24h,I heard a song that made me feel good.,I heard a song that made me feel good.,TRUE,1,NA,enjoy_the_moment,89220,heard song feel
117401,2,tv,7663,24h,New TV program.,New TV program.,TRUE,1,NA,achievement,89238,tv program
117611,39,video,4074,24h,Defeating a final boss in a video game I've been trying for days. I was really happy and excited and satisfied.,Defeating a final boss in a video game I've been trying for days. I was really happy and excited and satisfied.,TRUE,2,NA,achievement,89447,defeated finally boss video game ive day excited satisfying
117621,47,read,641,24h,I read up on the patch notes for my game.,I read up on the patch notes for my game.,TRUE,1,leisure,leisure,89457,read patch note game
117743,40,netflix,785,24h,I started watching the new season of Master of None on Netflix.,I started watching the new season of Master of None on Netflix.,TRUE,1,NA,leisure,89579,started watched season masters netflix
117764,39,video,13403,24h,"I was able to get my writing work done earlier than normal, allowing me time to play video games and lounge around more than usual, almost 2 hours more!","I was able to get my writing work done earlier than normal, allowing me time to play video games and lounge around more than usual, almost 2 hours more!",TRUE,1,NA,achievement,89600,writing earlier normal allowed time played video game lounge usual hours
117800,31,episode,2436,24h,I watched a funny episode of Silicon Valley on HBO.,I watched a funny episode of Silicon Valley on HBO.,TRUE,1,NA,leisure,89636,watched funny episode silicon valley hbo
117825,31,episode,552,24h,I was able to watch 3 episodes of one of my favorite reality shows without being interrupted more than 3 times.,I was able to watch 3 episodes of one of my favorite reality shows without being interrupted more than 3 times.,TRUE,1,NA,leisure,89661,watched episode favorite reality interruptions time
117827,1,movie,79,24h,I watched an awesome movie on my desktop.,I watched an awesome movie on my desktop.,TRUE,1,NA,leisure,89663,watched awesome movie desktop
117849,2,tv,156,24h,I watched a TV show with my husband and being close to him felt wonderful.,I watched a TV show with my husband and being close to him felt wonderful.,TRUE,1,affection,affection,89685,watched tv husband close wonderful
117915,47,read,9781,24h,I read a good book.,I read a good book.,TRUE,1,leisure,leisure,89751,read book
117915,6,book,9781,24h,I read a good book.,I read a good book.,TRUE,1,leisure,leisure,89751,read book
117936,2,tv,4911,24h,I finally got to watch a tv show without interruptions.,I finally got to watch a tv show without interruptions.,TRUE,1,NA,leisure,89771,finally watched tv interruptions
117957,38,youtube,2985,24h,I found a Youtube channel filled with really amazing undiscovered music.,I found a Youtube channel filled with really amazing undiscovered music.,TRUE,1,NA,achievement,89792,found youtube channel filled amazing undiscovered music
117957,62,music,2985,24h,I found a Youtube channel filled with really amazing undiscovered music.,I found a Youtube channel filled with really amazing undiscovered music.,TRUE,1,NA,achievement,89792,found youtube channel filled amazing undiscovered music
117991,1,movie,756,24h,I watched the movie Logan with my family last night and was surprised and happy at how good it was.,I watched the movie Logan with my family last night and was surprised and happy at how good it was.,TRUE,1,NA,affection,89824,watched movie logan family night surprise
118083,1,movie,2337,24h,"Finally got around to watching a movie this morning that all my friends have been talking about, after being skeptical if I would like it I decided to give it a chance and I loved it! It was a very touching movie and I would recommend it to any one! It is called Kimi no Na wa or Your Name in English.","Finally got around to watching a movie this morning that all my friends have been talking about, after being skeptical if I would like it I decided to give it a chance and I loved it! It was a very touching movie and I would recommend it to any one! It is called Kimi no Na wa or Your Name in English.",TRUE,3,NA,leisure,89914,finally watched movie morning friend talked skeptical decided chance love touch movie recommended called kimi na wa english
118083,1,movie,2337,24h,"Finally got around to watching a movie this morning that all my friends have been talking about, after being skeptical if I would like it I decided to give it a chance and I loved it! It was a very touching movie and I would recommend it to any one! It is called Kimi no Na wa or Your Name in English.","Finally got around to watching a movie this morning that all my friends have been talking about, after being skeptical if I would like it I decided to give it a chance and I loved it! It was a very touching movie and I would recommend it to any one! It is called Kimi no Na wa or Your Name in English.",TRUE,3,NA,leisure,89914,finally watched movie morning friend talked skeptical decided chance love touch movie recommended called kimi na wa english
118115,31,episode,3407,24h,I came home and was able to finish an episode of my favorite show before starting house work.,I came home and was able to finish an episode of my favorite show before starting house work.,TRUE,1,NA,leisure,89944,home finished episode favorite started house
118165,2,tv,8295,24h,I saw the Cleveland Cavaliers beat the Boston Celtics on TV.,I saw the Cleveland Cavaliers beat the Boston Celtics on TV.,TRUE,1,NA,leisure,89994,cleveland cavaliers beat boston celtics tv
118422,39,video,4539,24h,I downloaded a tooth-brushing timer app for my daughter and she brushed her teeth right away while watching the video and for the allotted 2 minutes as well. Tooth-brushing struggles are finally over....for now.,I downloaded a tooth-brushing timer app for my daughter and she brushed her teeth right away while watching the video and for the allotted 2 minutes as well. Tooth-brushing struggles are finally over....for now.,TRUE,2,NA,affection,90250,downloaded toothbrush timer app daughter brushed teeth watched video allot minutes toothbrush struggling finally overfor
118483,1,movie,740,24h,watch my favorite star's movie,watch my favorite star's movie,TRUE,1,NA,leisure,90311,watched favorite star movie
118500,47,read,297,24h,I spent an hour just relaxing and reading a good book after work today.,I spent an hour just relaxing and reading a good book after work today.,TRUE,1,NA,leisure,90328,spent hours relax read book
118500,6,book,297,24h,I spent an hour just relaxing and reading a good book after work today.,I spent an hour just relaxing and reading a good book after work today.,TRUE,1,NA,leisure,90328,spent hours relax read book
119318,6,book,1527,24h,"I found a lower price for a car rental I was going to book, for the same car.","I found a lower price for a car rental I was going to book, for the same car.",TRUE,1,NA,achievement,91143,found lower price car rental book car
119319,1,movie,775,24h,The family went out to watch a movie in a theatre.,The family went out to watch a movie in a theatre.,TRUE,1,NA,affection,91144,family watched movie theatre
119319,68,theatre,775,24h,The family went out to watch a movie in a theatre.,The family went out to watch a movie in a theatre.,TRUE,1,NA,affection,91144,family watched movie theatre
119545,39,video,752,24h,I received a coupon for a free video game on steam.,I received a coupon for a free video game on steam.,TRUE,1,NA,achievement,91368,received coupon free video game steam
119731,47,read,73,24h,I was able to spend an hour this afternoon reading a book with my partner and relaxing.,I was able to spend an hour this afternoon reading a book with my partner and relaxing.,TRUE,1,NA,affection,91551,spend hours afternoon read book partner relax
119731,6,book,73,24h,I was able to spend an hour this afternoon reading a book with my partner and relaxing.,I was able to spend an hour this afternoon reading a book with my partner and relaxing.,TRUE,1,NA,affection,91551,spend hours afternoon read book partner relax
119768,6,book,1142,24h,"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this much","I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this much",TRUE,3,NA,bonding,91588,prepared scrap book friend birthday screenshots chat photos note tears told ai donat deserved people care
119803,6,book,8742,24h,"I booked a vacation for my wife and i.  We haven't been able to vacation since having kids, so we're extremely excited.  It gives us something to look forward to for the next few months.","I booked a vacation for my wife and i.  We haven't been able to vacation since having kids, so we're extremely excited.  It gives us something to look forward to for the next few months.",TRUE,3,NA,affection,91623,book vacation wife havent vacation kids extremely excited forward
119842,39,video,160,24h,"I had time to play video games last night, which is something I enjoy but rarely have time for anymore.","I had time to play video games last night, which is something I enjoy but rarely have time for anymore.",TRUE,1,NA,leisure,91662,time played video game night enjoyed rare time anymore
120051,31,episode,47,24h,I watched a funny threes stooges episode and it was hilarious,I watched a funny threes stooges episode and it was hilarious,TRUE,1,NA,leisure,91871,watched funny threes stooges episode hilarious
120060,1,movie,2244,24h,i saw the new movie in superstar hero film .,i saw the new movie in superstar hero film .,TRUE,1,NA,leisure,91879,movie superstar hero film
120060,3,film,2244,24h,i saw the new movie in superstar hero film .,i saw the new movie in superstar hero film .,TRUE,1,NA,leisure,91879,movie superstar hero film
120178,1,movie,550,24h,I got to watch a funny movie with my friends.,I got to watch a funny movie with my friends.,TRUE,1,NA,bonding,91996,watched funny movie friend
120243,62,music,1398,24h,I listened to some uplifting great music,I listened to some uplifting great music,TRUE,1,NA,leisure,92061,listening uplifting music
120314,2,tv,2457,24h,I realized a new season of a TV show I like very much is coming out within the next couple of weeks.,I realized a new season of a TV show I like very much is coming out within the next couple of weeks.,TRUE,1,NA,leisure,92131,realized season tv coming couple weeks
120319,68,theatre,1860,24h,i purchase 5.1 home theatre,i purchase 5.1 home theatre,TRUE,1,NA,achievement,92136,purchased home theatre
120679,39,video,7,24h,"During my free time that I mentioned above, I got sucked into watching a series of really funny videos posted on Youtube.  I'm still laughing about some of the things that I saw.  It makes me smile just thinking about it.","During my free time that I mentioned above, I got sucked into watching a series of really funny videos posted on Youtube.  I'm still laughing about some of the things that I saw.  It makes me smile just thinking about it.",TRUE,3,NA,enjoy_the_moment,92492,free time mentioned suck watched series funny video post youtube im laugh makes smile thinking
120679,38,youtube,7,24h,"During my free time that I mentioned above, I got sucked into watching a series of really funny videos posted on Youtube.  I'm still laughing about some of the things that I saw.  It makes me smile just thinking about it.","During my free time that I mentioned above, I got sucked into watching a series of really funny videos posted on Youtube.  I'm still laughing about some of the things that I saw.  It makes me smile just thinking about it.",TRUE,3,NA,enjoy_the_moment,92492,free time mentioned suck watched series funny video post youtube im laugh makes smile thinking
120810,75,concert,83,24h,"Late night yesterday I was able to purchase tickets, and at a good price, to an upcoming Adele concert.","Late night yesterday I was able to purchase tickets, and at a good price, to an upcoming Adele concert.",TRUE,1,NA,achievement,92623,late night purchased tickets price upcoming adele concert
120822,62,music,2010,24h,Taking a scenic drive and listening to great music in the car with my husband and our sons.,Taking a scenic drive and listening to great music in the car with my husband and our sons.,TRUE,1,NA,affection,92635,taking scenic drive listening music car husband son
120898,2,tv,1316,24h,My children are both happily watching a show on TV right now.,My children are both happily watching a show on TV right now.,TRUE,1,NA,affection,92711,children happily watched tv
120989,1,movie,2534,24h,MY YOUNGEST SON CUDDLING ON THE COUCH WITH ME LAST NIGHT WHILE WE WATCHED A MOVIE.,MY YOUNGEST SON CUDDLING ON THE COUCH WITH ME LAST NIGHT WHILE WE WATCHED A MOVIE.,TRUE,1,affection,affection,92802,son cuddled couch night watched movie
121166,6,book,66,24h,I sold a used book online immediately after I had posted information about it.,I sold a used book online immediately after I had posted information about it.,TRUE,1,NA,achievement,92977,sold book online immediately post informed
121204,61,song,2869,24h,My son sang me a song.,My son sang me a song.,TRUE,1,NA,affection,93014,son sang song
121230,31,episode,267,24h,Watching the latest episode of Better Call Saul.,Watching the latest episode of Better Call Saul.,TRUE,1,NA,leisure,93040,watched episode called saul
121317,61,song,1095,24h,Finding new songs from my favorite artist.,Finding new songs from my favorite artist.,TRUE,1,leisure,leisure,93125,finding song favorite artist
121317,104,artist,1095,24h,Finding new songs from my favorite artist.,Finding new songs from my favorite artist.,TRUE,1,leisure,leisure,93125,finding song favorite artist
121940,62,music,4615,24h,Listening to 90s music on a drive yesterday.,Listening to 90s music on a drive yesterday.,TRUE,1,NA,enjoy_the_moment,93746,listening music drive
121969,2,tv,306,24h,A few coworkers and I repeated lines from a TV show we watched. Very water cooler style.,A few coworkers and I repeated lines from a TV show we watched. Very water cooler style.,TRUE,2,NA,leisure,93775,coworker repeat line tv watched water cooler style
122167,1,movie,2689,24h,today morning gone out for grocery  shopping and was picking my wanted products in the supermarket suddenly i heard some sound of crowd went and seen out oh my god it was a famous actress who i really love to see his movies all the time.,today morning gone out for grocery  shopping and was picking my wanted products in the supermarket suddenly i heard some sound of crowd went and seen out oh my god it was a famous actress who i really love to see his movies all the time.,TRUE,1,NA,affection,93973,morning grocery shopping picked productive supermarket suddenly heard sound crowd god famous actress love movie time
122304,1,movie,402,24h,Cuddling with my dog and kitty watching some movies having a beer relaxing.,Cuddling with my dog and kitty watching some movies having a beer relaxing.,TRUE,1,NA,affection,94109,cuddled dog kitty watched movie beer relax
122441,112,comedy,1284,24h,I watched a funny comedy on television.,I watched a funny comedy on television.,TRUE,1,NA,leisure,94245,watched funny comedy television
122441,4,television,1284,24h,I watched a funny comedy on television.,I watched a funny comedy on television.,TRUE,1,NA,leisure,94245,watched funny comedy television
122463,108,band,4300,24h,An event that made me happy in the last 24 hours was when one of my professors recognized the name of the band that was on the sweatshirt I was wearing.,An event that made me happy in the last 24 hours was when one of my professors recognized the name of the band that was on the sweatshirt I was wearing.,TRUE,1,achievement,achievement,94267,event hours professor recognized band sweatshirt wear
122660,40,netflix,752,24h,I got to watch the teaser trailer for the Dark Crystal netflix series that was just announced and it looks great.,I got to watch the teaser trailer for the Dark Crystal netflix series that was just announced and it looks great.,TRUE,1,NA,leisure,94464,watched teaser trailer dark crystal netflix series announced
122982,38,youtube,7396,24h,Watching driver / person fail youtube videos.,Watching driver / person fail youtube videos.,TRUE,1,leisure,leisure,94786,watched driver person failed youtube video
122982,39,video,7396,24h,Watching driver / person fail youtube videos.,Watching driver / person fail youtube videos.,TRUE,1,leisure,leisure,94786,watched driver person failed youtube video
122993,1,movie,93,24h,I saw Snatched the mvoie,I saw Snatched the movie,FALSE,1,NA,leisure,94797,snatched movie
123418,62,music,693,24h,I had time to just listen to music and enjoy life instead of having to rush around.,I had time to just listen to music and enjoy life instead of having to rush around.,TRUE,1,NA,enjoy_the_moment,95219,time listening music enjoyed life rush
123500,1,movie,5281,24h,I watched a good movie that was really funny.,I watched a good movie that was really funny.,TRUE,1,NA,leisure,95301,watched movie funny
123551,47,read,399,24h,I WENT TO READING.,I WENT TO READING.,TRUE,1,NA,leisure,95352,read
123634,113,nintendo,2802,24h,I bought myself a Nintendo 2DS as a gift for finishing the school year.,I bought myself a Nintendo 2DS as a gift for finishing the school year.,TRUE,1,NA,achievement,95435,bought nintendo ds gift finished school
123701,39,video,1455,24h,Playing Video games,Playing Video games,TRUE,1,NA,leisure,95502,played video game
123714,114,cinema,2450,24h,I went to cinema with my crush and i enjoyed a lot there.,I went to cinema with my crush and i enjoyed a lot there.,TRUE,1,NA,affection,95515,cinema crush enjoyed
123723,108,band,90,24h,"The single includes a U-MYX application that allows the user to mix the track. A competition was held by the band's website ""Feederweb"" in which fans sent their remixes into a specially designed website in which they could upload their new mix, and the best one would then appear on the vinyl release of the next single. The promo video on YouTube has collected over 3 million views.","The single includes a U-MYX application that allows the user to mix the track. A competition was held by the band's website ""Feederweb"" in which fans sent their remixes into a specially designed website in which they could upload their new mix, and the best one would then appear on the vinyl release of the next single. The promo video on YouTube has collected over 3 million views.",TRUE,3,NA,achievement,95524,single including umyx application users mix track competition held band website feederweb fan remixes special design website uploaded mix vinyl released single promo video youtube collect million view
123723,39,video,90,24h,"The single includes a U-MYX application that allows the user to mix the track. A competition was held by the band's website ""Feederweb"" in which fans sent their remixes into a specially designed website in which they could upload their new mix, and the best one would then appear on the vinyl release of the next single. The promo video on YouTube has collected over 3 million views.","The single includes a U-MYX application that allows the user to mix the track. A competition was held by the band's website ""Feederweb"" in which fans sent their remixes into a specially designed website in which they could upload their new mix, and the best one would then appear on the vinyl release of the next single. The promo video on YouTube has collected over 3 million views.",TRUE,3,NA,achievement,95524,single including umyx application users mix track competition held band website feederweb fan remixes special design website uploaded mix vinyl released single promo video youtube collect million view
123723,38,youtube,90,24h,"The single includes a U-MYX application that allows the user to mix the track. A competition was held by the band's website ""Feederweb"" in which fans sent their remixes into a specially designed website in which they could upload their new mix, and the best one would then appear on the vinyl release of the next single. The promo video on YouTube has collected over 3 million views.","The single includes a U-MYX application that allows the user to mix the track. A competition was held by the band's website ""Feederweb"" in which fans sent their remixes into a specially designed website in which they could upload their new mix, and the best one would then appear on the vinyl release of the next single. The promo video on YouTube has collected over 3 million views.",TRUE,3,NA,achievement,95524,single including umyx application users mix track competition held band website feederweb fan remixes special design website uploaded mix vinyl released single promo video youtube collect million view
123738,27,radio,4548,24h,"Today was listening to a morning show on the radio, they are so funny and just puts me in a good happy mood","Today was listening to a morning show on the radio, they are so funny and just puts me in a good happy mood",TRUE,1,enjoy_the_moment,enjoy_the_moment,95539,listening morning radio funny mood
123862,38,youtube,2296,24h,Getting a comment I wrote during an online YouTube show got read on the air.,Getting a comment I wrote during an online YouTube show got read on the air.,TRUE,1,NA,leisure,95662,comments wrote online youtube read air
123862,47,read,2296,24h,Getting a comment I wrote during an online YouTube show got read on the air.,Getting a comment I wrote during an online YouTube show got read on the air.,TRUE,1,NA,leisure,95662,comments wrote online youtube read air
123913,1,movie,1758,24h,today made me happy to invite my wife and my best childhood friend to watch a movie in the cinema.,today made me happy to invite my wife and my best childhood friend to watch a movie in the cinema.,TRUE,1,affection,affection,95713,invited wife childhood friend watched movie cinema
123913,114,cinema,1758,24h,today made me happy to invite my wife and my best childhood friend to watch a movie in the cinema.,today made me happy to invite my wife and my best childhood friend to watch a movie in the cinema.,TRUE,1,affection,affection,95713,invited wife childhood friend watched movie cinema
123965,2,tv,1143,24h,seeing the celticson tv,seeing the Celtics on tv,FALSE,1,NA,leisure,95765,celtics tv
124101,1,movie,3065,24h,"
I watched Through the Looking Glass last night, and I didnat particularly care for the movie, but I dang near cried at the end, it made me so happy, because they ended with these words.","
I watched Through the Looking Glass last night, and I didnt particularly care for the movie, but I dang near cried at the end, it made me so happy, because they ended with these words.",FALSE,1,NA,enjoy_the_moment,95899,watched glass night didnt care movie dang crying words
124194,6,book,3643,24h,When you've finished a really good book and you just put it down on your lap and stare into space for a couple minutes because you need to collect yourself and return to reality.,When you've finished a really good book and you just put it down on your lap and stare into space for a couple minutes because you need to collect yourself and return to reality.,TRUE,1,NA,enjoy_the_moment,95991,youve finished book lap stare space couple minutes collect return reality
124263,108,band,94,24h,Discovered a great new band.,Discovered a great new band.,TRUE,1,NA,achievement,96060,discovered band
124317,39,video,4073,24h,I won a video game competition while playing Black Ops with a friend. We had been competing for about an hour and I finally beat him and became good enough. This made me very happy and continues to bring me happiness. I imagine this happiness will last 24 hours. As of this hour it has lasted 10 hours.,I won a video game competition while playing Black Ops with a friend. We had been competing for about an hour and I finally beat him and became good enough. This made me very happy and continues to bring me happiness. I imagine this happiness will last 24 hours. As of this hour it has lasted 10 hours.,TRUE,5,NA,bonding,96113,won video game competition played black ops friend compete hours finally beat continue bring happiness imagine happiness hours hours lasted hours
124451,47,read,1794,24h,i was able to escape for a bit while reading To Kill A Mockingbird and it made me laugh,i was able to escape for a bit while reading To Kill A Mockingbird and it made me laugh,TRUE,1,enjoy_the_moment,enjoy_the_moment,96247,escape bit read killed mockingbird laugh
124511,40,netflix,22,24h,"I got to binge-watch my favorite show on Netflix all night yesterday, and I indulged.","I got to binge-watch my favorite show on Netflix all night yesterday, and I indulged.",TRUE,1,leisure,leisure,96307,bingewatched favorite netflix night indulge
124675,39,video,622,24h,I received free video games simply by watching streaming footage of a video game convention.,I received free video games simply by watching streaming footage of a video game convention.,TRUE,1,NA,leisure,96471,received free video game simply watched stream footage video game convention
124675,39,video,622,24h,I received free video games simply by watching streaming footage of a video game convention.,I received free video games simply by watching streaming footage of a video game convention.,TRUE,1,NA,leisure,96471,received free video game simply watched stream footage video game convention
124750,39,video,11547,24h,I finished playing a video game series I've been playing.,I finished playing a video game series I've been playing.,TRUE,1,NA,leisure,96546,finished played video game series ive played
124894,62,music,13127,24h,I was able to enjoy my lunch outside today while I got a tan and listened to music.,I was able to enjoy my lunch outside today while I got a tan and listened to music.,TRUE,1,enjoy_the_moment,leisure,96690,enjoyed lunch tan listening music
125101,39,video,1958,24h,Finishing an oddly difficult achievement in a video game made me happy.,Finishing an oddly difficult achievement in a video game made me happy.,TRUE,1,NA,achievement,96895,finished odd difficult achieved video game
125145,6,book,13064,24h,I was able to complete the last e- book in a series that I am working on two upload to Amazon.,I was able to complete the last e- book in a series that I am working on two upload to Amazon.,TRUE,1,NA,achievement,96939,completed book series uploaded amazon
125188,62,music,1998,24h,I listened to music.,I listened to music.,TRUE,1,leisure,leisure,96982,listening music
125399,113,nintendo,84,24h,I bought Mario Kart 8 Deluxe for the Nintendo Switch and have been loving it.,I bought Mario Kart 8 Deluxe for the Nintendo Switch and have been loving it.,TRUE,1,NA,leisure,97191,bought mario kart deluxe nintendo switch love
125589,1,movie,836,24h,Watch a movie with my wife,Watch a movie with my wife,TRUE,1,NA,affection,97381,watched movie wife
125952,3,film,4864,24h,I filmed a video of my daughter and I talking to each other.,I filmed a video of my daughter and I talking to each other.,TRUE,1,affection,affection,97741,film video daughter talked
125952,39,video,4864,24h,I filmed a video of my daughter and I talking to each other.,I filmed a video of my daughter and I talking to each other.,TRUE,1,affection,affection,97741,film video daughter talked
126001,2,tv,12922,24h,I got home enough n time to watch my favorite TV show.,I got home enough n time to watch my favorite TV show.,TRUE,1,NA,leisure,97790,home time watched favorite tv
126073,39,video,618,24h,Got the top prize in a video game I routinely play,Got the top prize in a video game I routinely play,TRUE,1,achievement,achievement,97861,top prize video game routine played
126210,2,tv,861,24h,I watched the season finale of one of my favorite tv shows.,I watched the season finale of one of my favorite tv shows.,TRUE,1,leisure,leisure,97998,watched season finally favorite tv
